,,FAST School of Management,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Classes' Schedule for Semester: Fall- 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Friday,Classes,A-01,AF1001Fundamental of Accounting,,,,,,,BBA01B,,AF1001Fundamental of Accounting,,,,,,,BBA01C,,AF1001Fundamental of Accounting,,,,,,,BBA01A,,Jumma Prayer,,,,,,,,,MG3004Human Resource Management,,,,,,,BA05A,,BA3004Database Systems for Business,,,,,,,BA05B
,,A-02,   SS2018 Sociology  (8:30-10:20),,,,,,,,,,,BBA01A,SS2018 Sociology  (10:20-12:15),,,,,,,,,,,,,BBA01B,,,,,,,,,,,MG3003Basic Econometrics,,,,,,,BA05B,,MG3003Basic Econometrics,,,,,,,BA05A
,,A-03,SS1007Islamic Studies/Ethics  (8:30-10:20),,,,,,,,,,FT01C,SS1018 U- Quran  10:30- 11:20,,,,,FT01C,,MG1001Fundamental of Management,,,,,,,BBA01C,,,,,,,,,,,Arabic Language,,,,,,,BBA05C,,Arabic Language,,,,,,,BBA05C
,,A-04,MT1002Business Math-I,,,,,,,FT01A,,,,,,,,,,,MT1002Business Math-I,,,,,,,FT01B,,,,,,,,,,,Chinese Language,,,,,,,BBA05A,,Chinese Language,,,,,,,BBA05A
,,A-101,CS1001IT in Business (8:30-10:20),,,,,,,,,,,BA01B,CS1001IT in Business  (10:30-12:20),,,,,,,,,,,,,BA01C,,,,,,,,,,,CS3011Enterprise Information System,,,,,,,FT05B,,CS3011Enterprise Information System,,,,,,,FT05A
,,A-102,MT1002Business Math-I,,,,,,,BA01C,,MT1002Business Math-I,,,,,,,BA01A,,MT1002Business Math-I,,,,,,,BA01B,,,,,,,,,,,SS1013Ideology and Constitution of Pakistan  (2:25-4:15),,,,,,,,,,,AF01C,SS1019 U- Seerah 4:20-5:10,,,,AF01C
,,A-103,SS1013Ideology and Constitution of Pakistan (8:30-10:20),,,,,,,,,,AF01B,SS1019 U Seerah 10:25-11:20,,,,,AF01B,,SS1019 U- Seerah11:30-12:20,,,,,,,AF01A,,,,,,,,,,,MG2008Data Analysis for Business - I,,,,,,,FT03B,,MG2008Data Analysis for Business - I,,,,,,,FT03A
,,A-104,CS1001IT in Business (8:30-10:20),,,,,,,,,,,FT01B,SS2041Critical Thinking  (10:30-12:20),,,,,,,,,,,,,BA03A,,,,,,,,,,,SS2002Microeconomics,,,,,,,FT03B,,SS2002Microeconomics,,,,,,,FT03A
,,A- 201,,,,,,,,,,AF 3001Financial Management,,,,,,,AF05A,,AF 3001Financial Management,,,,,,,AF05B,,,,,,,,,,,MG2009Data Analysis for Business II,,,,,,,BA03A,,MG2009Data Analysis for Business II,,,,,,,BA03B
,,A- 202,,,,,,,,,,MG3004Human Resource Management,,,,,,,BBA05C,,SS1002Islamic Studies/Ethics,,,,,,,FT05B,,,,,,,,,,,CS2016Programming for Business ,,,,,,,BA03C,,MG2011 Envirr S & S for Business,,,,,,,BA03C
,,A- 203,MG2011 Envirr S & S for Business,,,,,,,BA03A,,MG2011 Envirr S & S for Business,,,,,,,BA03B,,AF 3001Financial Management,,,,,,,BBA05C,,,,,,,,,,,SS1002Islamic Studies/Ethics,,,,,,,FT05A,,SS1002Islamic Studies/Ethics,,,,,,,FT05C
,,A--210,,,,,,,,,,MG3004Human Resource Management,,,,,,,BBA05A,,MG3004Human Resource Management,,,,,,,BBA05B,,,,,,,,,,,SS2041Critical Thinking (2:25-4:15),,,,,,,,,,BBA03A,,,,,,
,,A-211,CS3003Management Information System,,,,,,,BBA05A,,CS3003Management Information System,,,,,,,BBA05B,,CS3010Web Programming,,,,,,,FT05C,,,,,,,,,,,AF2001Corporate Accounting - I,,,,,,,AF03B,,SS2002Microeconomics,,,,,,,AF03A
,,B--227,,,,,,,SS2041Critical Thinking (09:30-11:20),,,,,,,,,,AF03B,,SS2002Microeconomics,,,,,,,AF03B,,,,,,,,,,,AF1002 Finacial Accounting (Repeat Course),,,,,,,MG0A,,AF1002 Finacial Accounting (Repeat Course),,,,,,,MG0A
,,B--229,,,,,,,,,,MG4046 Human Resource Management in Practice,,,,,,,BBA07A,,MG4046 Human Resource Management in Practice,,,,,,,BBA07A,,,,,,,,,,, Analytical Techniques in Technology Management,,,,,,,BA07A,, Analytical Techniques in Technology Management,,,,,,,BA07A
,,B-230,SS2041Critical Thinking (08:30-10:20),,,,,,,,,,,,AF03A,,,,,,AF2001Corporate Accounting - I,,,,,,,AF03A,,,,,,,,,,,MG2011 Envirr S & S for Business,,,,,,,AF03A,,MG2011 Envirr S & S for Business,,,,,,,AF03B
,,A-108,CS2012Intro. to Object Oriented Programming,,,,,,,FT03A,,CS2012Intro. to Object Oriented Programming,,,,,,,FT03B,,MG3004Human Resource Management,,,,,,,BA05B,,,,,,,,,,,SS2002Microeconomics,,,,,,,BBA03C,,,,,,,,,
,,B-130,AF2004Business Finance,,,,,,,FT03B,,AF2004Business Finance,,,,,,,FT03A,,BA3004Database Systems for Business,,,,,,,BA05A,,,,,,,,,,,MT1002Business Math-I,,,,,,,FT01C,,,,,,,,,
,,B-127,SS2002Microeconomics,,,,,,,BBA03A,,SS2002Microeconomics,,,,,,,BBA03B,,MG2009Data Analysis for Business II,,,,,,,BA03C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,A-315,AF2003Management Accounting,,,,,,,BBA03B,,AF2003Management Accounting,,,,,,,BBA03A,,AF2003Management Accounting,,,,,,,BBA03C,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Labs,Labs,08:30-09:50,,,,,,,,,10:00-11:20,,,,,,,,,11:30-12:50,,,,,,,,,,,,,,,,,,02:25-03:45,,,,,,,,,03:50-05:10,,,,,,,
,,Khyber I,LG3003Basic Econometrics Lab,,,,,,,BA05A,,LG3003Basic Econometrics Lab,,,,,,,BA05A,,,,,,,,,,,,,,,,,,,,FL3001Financial Management Lab,,,,,,,AF05B,,FL3001Financial Management Lab,,,,,,,AF05B
,,Khyber II,BL3004Database Systems for Business- Lab,,,,,,,BA05B,,BL3004Database Systems for Business- Lab,,,,,,,BA05B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Khyber III,LG3003Basic Econometrics Lab,,,,,,,FT05A,,LG3003Basic Econometrics Lab,,,,,,,FT05A,,CL2016Programming for Business -Lab,,,,,,,BA03B,,,,,,,,,,,CL2016Programming for Business -Lab,,,,,,,BA03B,,,,,,,,,
,,Khyber IV,CL3010Web Programming -Lab,,,,,,,FT05C,,CL3010Web Programming -Lab,,,,,,,FT05C,,,,,,,,,,,,,,,,,,,,CL3003Management Information System Lab,,,,,,,AF05A,,CL3003Management Information System Lab,,,,,,,AF05A
,,Mehran-II,CL1001IT in Business-Lab,,,,,,,AF01A2,,CL1001IT in Business-Lab,,,,,,,AF01A2,,,,,,,,,,,,,,,,,,,,CL1001IT in Business-Lab,,,,,,,BA01A1,,CL1001IT in Business-Lab,,,,,,,BA01A1
,,CALL- I,SL1016English - I- Lab,,,,,,,AF01A1,,SL1016English - I- Lab,,,,,,,AF01A1,,,,,,,,,,,,,,,,,,,,CL1001IT in Business-Lab,,,,,,,BA01A2,,CL1001IT in Business-Lab,,,,,,,BA01A2
,,CALL-II,,,,,,,,,,SL1016English - I- Lab,,,,,,,FT01A1,,SL1016English - I- Lab,,,,,,,FT01A1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,CALL-III,SL1016English - I- Lab,,,,,,,AF01C2,,SL1016English - I- Lab,,,,,,,AF01C2,,SL1016English - I- Lab,,,,,,,FT01A2,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kohsar,CL1001IT in Business-Lab,,,,,,,AF01AC1,,CL1001IT in Business-Lab,,,,,,,AF01AC1,,,,,,,,,,,,,,,,,,,,SL1016English - I- Lab,,,,,,,FT01A2,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(AF)- Batch-2024,,,,AF-Btach 23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBA-Batch 2024,,,,BBA-Btach 23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(BA)-Batch 2024,,,,BA-Btach 23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(FT-) Batch 2024,,,,FT-Btach 23,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BS(AF)-Btach 2022,,,,AF-Btach 20,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BBA-Btach 2022,,,,BBA-Btach 2021,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BA-Btach 2022,,,,BA-Btach 2021,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FT-Btach 2022,,,,AF-Btach 2021,,,,,,,,,,,,
